*** Compte-rendu de la simulation *** 
Conditions initiales de la simulation : 
Angle initial = 90degre
Vitesse initial = 2 m/s
Taille tige = 5 m
Masse marteau = 2 kg
Coefficient de frottements = 0.025
Section Eprouvette = 5 cm*cm 
Materiau eprouvette : Bois de châtaignier de resilience : 6.0 J/cm*cm 
L'eprouvette a ete detruite ! 
temps (ms);angleRad;vitesseAngulaire 
3240;-2.1562454197737337;0.42473261716928545
3255;-2.14964009811297;0.44035477738425916
3270;-2.14280158850414;0.455900640588673
3285;-2.1357310598500936;0.4713685769364236
3300;-2.1284297053430246;0.4867569671379214
3315;-2.1208987423036776;0.5020642026231202
3330;-2.113139412018114;0.5172886857042142
3345;-2.1051529795720443;0.5324288297379807
3360;-2.096940733682728;0.5474830592877485
3375;-2.0885039865284534;0.5624498102849678
3390;-2.079844073575598;0.5773275301903561
3405;-2.0709623534032793;0.5921146781545987
3420;-2.0618602075256005;0.6068097251785733
3435;-2.0525390402115042;0.6214111542730747
3450;-2.0430002783022343;0.6359174606180096
3465;-2.033245371026419;0.6503271517210332
3480;-2.023275789812785;0.6646387475755973
3495;-2.013093028100509;0.6788507808183786
3510;-2.0026986011472183;0.6929617968860557
3525;-1.9920940458346472;0.7069703541714016
3540;-1.9812809204719672;0.7208750241786578
3555;-1.9702608045967949;0.734674391678156
3570;-1.9590352987738926;0.7483670548601522
3585;-1.9476060243915752;0.7619516254878362
3600;-1.935974623455833;0.7754267290494806
3615;-1.9241427583821877;0.7887910049096908
3630;-1.912112111785292;0.8020431064597182
3645;-1.89988438626629;0.8151817012667988
3660;-1.8874613041979529;0.8282054712224747
3675;-1.874844607507605;0.8411131126898617
3690;-1.8620360574578578;0.8539033366498202
3705;-1.849037434425168;0.8665748688459886
3720;-1.8358505376762386;0.8791264499286376
3735;-1.822477185142279;0.891556835597304
