*** Compte-rendu de la simulation *** 
Conditions initiales de la simulation : 
Angle initial = 110degre
Vitesse initial = 0 m/s
Taille tige = 5 m
Masse marteau = 50 kg
Coefficient de frottements = 0.067
Section Eprouvette = javax.swing.JTextField[,20,640,120x60,layout=javax.swing.plaf.basic.BasicTextUI$UpdateHandler,alignmentX=0.0,alignmentY=0.0,border=javax.swing.plaf.BorderUIResource$CompoundBorderUIResource@7c88dd9,flags=296,maximumSize=,minimumSize=,preferredSize=,caretColor=sun.swing.PrintColorUIResource[r=51,g=51,b=51],disabledTextColor=javax.swing.plaf.ColorUIResource[r=184,g=207,b=229],editable=true,margin=javax.swing.plaf.InsetsUIResource[top=0,left=0,bottom=0,right=0],selectedTextColor=sun.swing.PrintColorUIResource[r=51,g=51,b=51],selectionColor=javax.swing.plaf.ColorUIResource[r=184,g=207,b=229],columns=0,columnWidth=0,command=,horizontalAlignment=LEADING] cm*cm 
Materiau eprouvette : Acier Inox X5CrNi18-10 de resilience : 120.0 J/cm*cm 
L'eprouvette n'a pas ete detruite ! 
angleRad;vitesseAngulaire 
1.9198621771937625;-0.0
1.9198621771937625;-0.014584330358499323
1.919643412238385;-0.029096766474622976
1.9192069607412656;-0.04353600777764706
1.918553920624601;-0.05790076752060412
1.9176854091117919;-0.07218977286467912
1.9166025625188217;-0.08640176496238333
1.915306536044386;-0.10053549903948772
1.9137985035587937;-0.11458974447569682
1.9120796573916583;-0.12856328488404395
1.9101512081183976;-0.1424549181889882
1.9080143843455628;-0.15626345670319347
1.9056704324950149;-0.16998772720296945
1.9031206165869703;-0.1836265710023545
1.900366218021935;-0.19717884402581967
1.8974085353615477;-0.21064341687957372
1.8942488841083542;-0.22401917492144804
1.8908885964845326;-0.2373050183293409
1.8873290212095923;-0.2504998621682
1.8835715232770693;-0.2636026364555227
1.8796174837302364;-0.2766122862253521
1.8754682994368561;-0.2895277715907497
1.8711253828629948;-0.3023480678047217
1.866590161845924;-0.3150721653195794
1.8618640793661303;-0.32769906984471286
1.8569485933184595;-0.3402278024027568
1.8518451762824182;-0.352657399384128
1.8465553152916563;-0.36498691259991456
1.8410805116026576;-0.37721540933309655
1.8354222804626612;-0.3893419723880777
1.82958215087684;-0.40136570013850925
1.8235616653747624;-0.4132857065733857
1.8173623797761616;-0.425101121341394
1.8109858629560407;-0.43681108979349687
1.8044336966091383;-0.4484147730237321
1.7977074750137823;-0.4599113479082095
1.7908088047951591;-0.4713000071422875
1.7837393046880248;-0.4825799592759131
1.776500605298886;-0.49375042874710684
1.7690943488676796;-0.5048106559135773
1.7615221890289758;-0.515759897082449
1.7537857905727392;-0.5265974245380871
1.7458868292046679;-0.5373225265680067
1.7378269913061477;-0.547934507486848
1.729607973693845;-0.5584326876584076
1.7212314833789688;-0.5688164035157096
1.712699237326233;-0.5790850075791054
1.7040129622125466;-0.5892378684723887
1.6951743941854607;-0.5992743709369154
1.6861852786214069;-0.609193915843716
