*** Compte-rendu de la simulation *** 
Conditions initiales de la simulation : 
Angle initial = 5degre
Vitesse initial = 1 m/s
Taille tige = 5 m
Masse marteau = 3 kg
Coefficient de frottements = 0.05
Section Eprouvette = javax.swing.JTextField[,20,640,120x60,layout=javax.swing.plaf.basic.BasicTextUI$UpdateHandler,alignmentX=0.0,alignmentY=0.0,border=javax.swing.plaf.BorderUIResource$CompoundBorderUIResource@74281958,flags=296,maximumSize=,minimumSize=,preferredSize=,caretColor=sun.swing.PrintColorUIResource[r=51,g=51,b=51],disabledTextColor=javax.swing.plaf.ColorUIResource[r=184,g=207,b=229],editable=true,margin=javax.swing.plaf.InsetsUIResource[top=0,left=0,bottom=0,right=0],selectedTextColor=sun.swing.PrintColorUIResource[r=51,g=51,b=51],selectionColor=javax.swing.plaf.ColorUIResource[r=184,g=207,b=229],columns=0,columnWidth=0,command=,horizontalAlignment=LEADING] cm*cm 
Materiau eprouvette : Acier S235 de resilience : 70.0 J/cm*cm 
L'eprouvette n'a pas ete detruite ! 
angleRad;vitesseAngulaire 
0.08726646259971647;-1.0
0.07226646259971647;-0.9969180428235245
0.057312691957363604;-0.9937330541361592
0.042406696145321214;-0.9904457790516232
0.027550009459546866;-0.9870569717556817
0.01274415488321164;-0.9835673953773247
-0.0020093560474482314;-0.9799778218594553
0.001;0.4382594052239842
0.007573891078359763;0.43660842056197
0.014123017386789314;0.4349133789523247
0.020646718071074183;0.43317463543159307
0.02714433760254808;0.43139254875694055
0.03361522583390219;0.4295674813506962
0.04005873805416263;0.4276997992446879
0.04647423504283295;0.42578987202437707
0.05286108312319861;0.4238380727728016
0.05921865421479063;0.4218447780143336
0.06554632588500564;0.4198103676582607
0.07184348139987955;0.41773522494219806
0.07810950977401251;0.4156197363753395
0.08434380581964261;0.41346429168155446
0.09054577019486593;0.4112692837423392
0.09671480945100101;0.4090351085396296
0.10285033607909545;0.4067621650984834
0.1089517685555727;0.40445085542963866
0.11501853138701729;0.4021015844719569
0.12105005515409664;0.39971476003475787
0.12704577655461802;0.39729079274005347
0.13300513844571882;0.39483009596468815
0.13892758988518913;0.39233308578239323
0.14481258617192502;0.3898001809057626
0.15065958888551145;0.3872318026281567
0.1564680659249338;0.38462837476554224
0.16223749154641695;0.3819903235982748
0.16796734640039107;0.3793180778128316
0.17365711756758354;0.3766120684435013
0.17930629859423605;0.3738727288140378
0.18491438952644662;0.37110049447928545
0.1904808969436359;0.36829580316678207
0.19600533399113762;0.36545909471834737
0.20148722041191283;0.362590811031663
0.2069260825773878;0.35969139600185135
0.21232145351741555;0.3567612954630596
0.21767287294936144;0.3538009571300565
0.2229798873063123;0.3508108305398471
0.22824204976441;0.3477913669933137
0.23345892026930973;0.3447430194968885
0.23863006556176306;0.3416662427042647
0.243755059202327;0.3385614928581526
0.2488334815951993;0.3354292277320872
0.2538649200111806;0.33226990657229344
0.25884896860976503;0.32908399003961547
0.26378522846035923;0.32587194015151644
0.26867330756263197;0.3226342202241545
0.27351282086599427;0.3193712948145418
0.2783033902882124;0.31608362966279197
0.28304464473315427;0.31277169163446267
0.2877362201076712;0.30943594866299895
0.29237775933761617;0.30607686969228326
0.29696891238300044;0.3026949246192981
0.30150933625228993;0.2992905842369075
0.30599869501584354;0.2958643201767627
0.310436659818495;0.2924166048523374
0.31482290889128006;0.28894791140209974
0.31915712756231157;0.28545871363282477
0.32343900826680394;0.2819494859630544
0.32766825055624976;0.2784207033667096
0.3318445611067504;0.2748728413168609
0.33596765372650333;0.27130637572966204
0.3400372493624483;0.2677217829084526
0.34405307610607505;0.26411953948803485
0.3480148691983956;0.2605001223791297
0.3519223710340825;0.2568640087130178
0.3557753311647778;0.25321167578637016
0.3595735063015733;0.24954360100627393
0.36331666031666743;0.24586026183545806
0.3670045642441993;0.24216213573772435
0.3706369962802652;0.2384497001235883
0.374213741782119;0.23472343229613515
0.37773459326656106;0.2309838093970959
0.3811993504075175;0.22723130835314784
0.38460782003281474;0.2234664058224449
0.3879598161201514;0.21968957814138204
0.39125515979227216;0.21590130127159882
0.39449367931134616;0.2121020507472265
0.3976752100725546;0.2082923016223833
0.4007995945968903;0.20447252841892263
0.40386668252317415;0.20064320507443845
0.40687633059929074;0.1968048048905324
0.4098284026726487;0.19295780048134714
0.41272276967986893;0.18910266372237017
0.4155593096357045;0.1852398656995125
0.41833790762119716;0.18136987665846652
0.42105845577107415;0.1774931659543471
0.42372085326038933;0.17361020200162036
0.42632500629041364;0.16972145222432397
0.4288708280737785;0.16582738300658345
0.43135823881887725;0.16192845964342806
0.43378716571352866;0.1580251462919107
0.4361575429079073;0.1541179059225355
0.43846931149674534;0.15020720027099724
0.4407224195008103;0.14629348979023635
0.44291682184766384;0.1423772336028132
0.445052480351706;0.13845888945360582
0.44712936369351014;0.13453891366283446
0.44914744739845264;0.13061776107941692
0.4511067138146439;0.12669588503465803
0.4530071520901638;0.12277373729627737
0.45484875814960796;0.11885176802277828
0.45663153466994966;0.11493042571816203
0.4583554910557221;0.1110101571869906
0.46002064341352694;0.10709140748980135
0.46162701452587396;0.10317461989887722
0.46317463382435714;0.09926023585437563
0.46466353736217275;0.09534869492081953
0.46609376778598505;0.09144043474395386
0.46746537430714435;0.08753589100797056
0.4687784126722639;0.08363549739310552
0.47003294513316046;0.0797396855336104
0.4712290404161646;0.07584888497610262
0.47236677369080615;0.07196352313829657
0.4734462265378806;0.0680840252681189
0.4744674869169024;0.06421081440321108
0.4754306491329505;0.06034431133082219
0.47633581380291284;0.05648493454809459
0.4771830878211343;0.052633100222745664
0.4779725843244755;0.04878922215414822
0.4787044226567877;0.044953711734812454
0.47937872833280987;0.041126977912272156
0.47999563300149395;0.037309427151377916
0.4805552744087646;0.03350146339699991
0.4810577963597196;0.02970348803714293
0.4815033486802768;0.02591589986647624
0.4818920871782739;0.02213909505028073
0.48222417360402814;0.018373467088815904
0.4824997756103604;0.014619406782109134
0.482719066712092;0.010877302195169566
0.4828822262450196;0.007147538623629043
0.48298943932437405;0.0034304985598123607
0.48304089680277124;-2.7343834076087176E-4
0.4830367952276598;-0.003963895292440548
0.4829773367982732;-0.007640498412074369
0.48286272932209207;-0.011302876751198001
0.4826931861708241;-0.014950662327784985
0.4824689262359073;-0.01858349015755436
0.482190173883544;-0.02220099828483398
0.4818571589092715;-0.02580282781297758
0.4814701164920768;-0.029388622934333683
0.4810292871480618;-0.03295803095976442
0.4805349166836653;-0.03651070234771254
0.4799872561484496;-0.04004629073281473
0.4793865617874574;-0.043564452954059606
0.47873309499314654;-0.047064849082488584
0.4780271222569092;-0.05054714244843811
0.4772689151201826;-0.054010999668321576
0.47645875012515776;-0.05745609067094938
0.47559690876509353;-0.06088208872338571
0.4746836774342427;-0.0642886704563405
0.4737193473773976;-0.06767551588909519
0.4727042146390612;-0.07104230845396105
0.4716385800122518;-0.07438873502026855
0.47052274898694774;-0.07771448591788671
0.46935703169817944;-0.08101925496027117
0.46814174287377536;-0.0843027394670397
0.4668772017817698;-0.08756464028607432
0.46556373217747865;-0.09080466181514862
0.46420166225025145;-0.09402251202307964
0.46279132456990524;-0.09721790247040302
0.4613330560328492;-0.10039054832957078
0.45982719780790565;-0.10354016840467073
0.4582740952818356;-0.10666648515066669
0.4566740980045756;-0.10976922469215894
0.4550275596341932;-0.112848116841664
0.45333483788156825;-0.11590289511741322
0.45159629445480703;-0.11893329676066951
0.449812295003397;-0.12193906275256174
0.44798320906210853;-0.12491993783043631
0.446109409994652;-0.1278756705037254
0.4441912749370961;-0.13080601306933146
0.4422291847410561;-0.133710721626528
0.4402235239166582;-0.13658955609137574
0.4381746805752876;-0.13944228021065452
0.43608304637212775;-0.14226866157531043
0.4339490164484981;-0.1450684716334183
0.43177298937399683;-0.14784148570265923
0.42955536708845693;-0.15058748298231334
0.42729655484372225;-0.15330624656476774
0.42499696114525076;-0.15599756344653992
0.42265699769355264;-0.1586612245388165
0.42027707932547037;-0.16129702467750773
0.41785762395530773;-0.16390476263281806
0.41539905251581544;-0.16648424111833288
0.41290178889904045;-0.16903526679962208
0.4103662598970461;-0.17155765030236073
0.4077928951425107;-0.17405120621996728
0.4051821270492112;-0.17651575312076012
0.4025343907523998;-0.17895111355463275
0.39985012404908027;-0.1813571140592485
0.39712976733819155;-0.1837335851657555
0.3943737635607052;-0.18608036140402237
0.3915825581396449;-0.1883972813073959
0.38875659892003395;-0.19068418741698123
0.3858963361087792;-0.19294092628544587
0.38300222221449753;-0.19516734848034797
0.3800747119872923;-0.19736330858699055
0.37711426235848744;-0.19952866521080234
0.3741213323803254;-0.20166328097924657
0.3710963831656367;-0.20376702254325893
0.3680398778274878;-0.20583976057821599
0.3649522814188146;-0.2078813697844352
0.36183406087204806;-0.2098917288872083
0.3586856849387399;-0.21187072063636903
