*** Compte-rendu de la simulation *** 
Conditions initiales de la simulation : 
Angle initial = 90degre
Vitesse initial = 2 m/s
Taille tige = 5 m
Masse marteau = 50 kg
Coefficient de frottements = 0.091
Section Eprouvette = 5 cm*cm 
Materiau eprouvette : Acier F65-Rv550 de resilience : 50.0 J/cm*cm 
L'eprouvette a ete detruite ! 
temps (ms);angleRad;vitesseAngulaire 
1920;-1.1549217440962507;-0.6258070679952179
1935;-1.164114395987711;-0.6128434594306886
1950;-1.1731128406293632;-0.5998963094434767
1965;-1.1819173452156795;-0.5869669724210843
1980;-1.1905281970950266;-0.5740567919564729
1995;-1.1989457036066968;-0.5611671007780195
2010;-1.2071701919169076;-0.5482992206807094
2025;-1.215202008853786;-0.535454462458561
2040;-1.2230415207413603;-0.5226341258382785
2055;-1.2306891132325724;-0.5098394994141311
2070;-1.2381451911413333;-0.4970718605840538
2085;-1.2454101782736378;-0.48433247548697006
2100;-1.2524845172577577;-0.4716225989413327
2115;-1.2593686693735309;-0.45894347438488214
2130;-1.2660631143807652;-0.4462963338156215
2145;-1.2725683503467753;-0.43368239773400713
2160;-1.2788848934730705;-0.42110287508635486
2175;-1.2850132779212124;-0.40855896320946167
2190;-1.2909540556378591;-0.3960518477764434
2205;-1.2967077961790159;-0.3835827027437891
2220;-1.3022750865335104;-0.3711526902996327
2235;-1.307656530945709;-0.3587629608132443
2250;-1.3128527507374952;-0.3464146527857413
2265;-1.3178643841295254;-0.33410889280202233
2280;-1.3226920860617843;-0.32184679548392553
2295;-1.3273365280134535;-0.3096294634446136
2310;-1.3317983978221164;-0.29745798724418837
2325;-1.3360783995023144;-0.285333445346537
2340;-1.3401772530634757;-0.2732569040774138
2355;-1.344095694327232;-0.26122941758376006
2370;-1.347834474744146;-0.249252027794265
2385;-1.3513943612098636;-0.2373257643811722
2400;-1.3547761358807136;-0.22545164472333404
2415;-1.3579805959887714;-0.21363067387051854
2430;-1.361008553656406;-0.2018638445089722
2445;-1.3638608357103297;-0.19015213692824262
2460;-1.3665382834951687;-0.1784965189892649
2475;-1.3690417526865744;-0.16689794609371617
2490;-1.371372113103894;-0.15535736115464163
2505;-1.3735302485224195;-0.14387569456835717
2520;-1.375517056485234;-0.13245386418763166
2535;-1.3773334481146762;-0.12109277529615399
2550;-1.3789803479234406;-0.10979332058428828
2565;-1.3804586936253325;-0.09855638012612183
2580;-1.3817694359456996;-0.0873828213578096
2595;-1.3829135384315578;-0.07627349905721942
2610;-1.383891977261431;-0.06522925532488186
2625;-1.3847057410549248;-0.0542509195662486
2640;-1.3853558306820537;-0.04333930847526318
2655;-1.3858432590723424;-0.032495226019247786
2670;-1.386169051023719;-0.02171946342510971
2685;-1.386334243011222;-0.011012799166870977
2700;-1.3863398829955398;-3.759989545244445E-4
2715;-1.386187030231403;0.010190184275780395
2730;-1.3858767550758497;0.02068501037021886
2745;-1.385410138796383;0.031107751964436915
2760;-1.3847882733790426;0.041457694489358654
2775;-1.3840122613364079;0.05173413617565294
2790;-1.383083215515555;0.06193638805685688
2805;-1.3820022589059877;0.07206377397115406
2820;-1.3807705244475605;0.08211563056180549
2835;-1.3793891548384172;0.09209130727623181
2850;-1.377859302342961;0.10199016636374515
2865;-1.376182128599882;0.1118115828719295
2880;-1.374358804430257;0.12155494464166858
2895;-1.3723905096457447;0.13121965230082072
2910;-1.3702784328568967;0.14080511925654002
2925;-1.368023771281603;0.15031077168624388
2940;-1.3656277305536946;0.15973604852722686
2955;-1.3630915245317208;0.16908040146492143
2970;-1.3604163751079237;0.17834329491980608
2985;-1.3576035120174292;0.18752420603296205
3000;-1.354654172647675;0.19662262465027971
3015;-1.3515696018480954;0.2056380533053164
3030;-1.3483510517400832;0.2145700072008075
3045;-1.3449997815272507;0.22341801418883284
3060;-1.3415170573060062;0.2321816147496414
3075;-1.3379041518764692;0.2408603619691367
3090;-1.3341623445537438;0.2494538215150261
3105;-1.3302929209795693;0.2579615716116379
3120;-1.3262971729343682;0.26638320301340973
3135;-1.3221763981497123;0.27471831897705234
3150;-1.3179319001212264;0.2829665352323935
3165;-1.3135649879219478;0.29112747995190685
3180;-1.3090769760161638;0.2992007937189306
3195;-1.304469184073745;0.30718612949458174
3210;-1.2997429367849944;0.31508315258337166
3225;-1.2948995636760314;0.3228915405975292
3240;-1.289940398924731;0.3306109834200377
3255;-1.284866781177235;0.3382411831663926
3270;-1.2796800533650587;0.3457818541450878
3285;-1.274381562522806;0.35323272281683615
3300;-1.268972659606518;0.3605935277525348
3315;-1.2634546993126683;0.36786401958998044
3330;-1.257829039897828;0.3750439609893456
3345;-1.2520970429990166;0.3821331265874231
3360;-1.2462600734547569;0.3891313029506482
3375;-1.2403194991268531;0.3960382885269084
3390;-1.2342766907229108;0.4028538935961499
3405;-1.228133021619614;0.40957794021979116
3420;-1.2218898676867798;0.4162102621889537
3435;-1.215548607112207;0.4227507049715213
3450;-1.2091106202273365;0.4291991256580378
3465;-1.2025772893337396;0.43555539290645545
3480;-1.1959499985304534;0.4418193868857447
3495;-1.1892301335421778;0.4479909992183778
3510;-1.1824190815483524;0.4540701329216982
3525;-1.1755182310131296;0.46005670234818735
3540;-1.16852897151626;0.4659506331246433
3555;-1.1614526935849057;0.4717518620902816
3570;-1.154290788526399;0.4774603372337738
3585;-1.1470446482619605;0.48307601762923563
3600;-1.1397156651613929;0.4885988733711792
3615;-1.1323052318787663;0.49402888550844226
3630;-1.1248147411891096;0.49936604597711
3645;-1.117245585826123;0.5046103575324419
3660;-1.1095991583209257;0.5097618336798199
3675;-1.1018768508418548;0.5148204986047316
3690;-1.0940800550353278;0.5197863871018034
3705;-1.0862101618677844;0.5246595445028995
3720;-1.07826856146872;0.5294400266043016
3735;-1.0702566429748253;0.5341278995929837
3750;-1.0621757943752452;0.5387232399720008
3765;-1.05402740235797;0.5432261344850033
3780;-1.0458128521573717;0.5476366800398964
3795;-1.037533527402897;0.5519549836316587
3810;-1.029190809968932;0.5561811622643372
3825;-1.0207860798258483;0.560315342872235
3840;-1.0123207148922437;0.5643576622403075
3855;-1.003796090888387;0.5683082669237852
3870;-0.9952135811908813;0.5721673131670385
3885;-0.9865745566885558;0.5759349668217019
3900;-0.9778803856395947;0.5796114032640748
3915;-0.9691324335299174;0.5831968073118161
3930;-0.9603320629328181;0.5866913731399485
3945;-0.9514806333698753;0.590095304196191
3960;-0.9425795011731407;0.5934088131156375
3975;-0.9336300193486188;0.5966321216347961
3990;-0.9246335374410436;0.599765460505009
4005;-0.9155914013999645;0.6028090694052706
4020;-0.9065049534471477;0.6057631968544585
4035;-0.8973755319453027;0.608628100122998
4050;-0.8882044712681431;0.6114040451439756
4065;-0.8789931016717872;0.6140913064237207
4080;-0.8697427491675092;0.6166901669518704
4095;-0.860454735395845;0.6192009181109384
4110;-0.851130377502064;0.6216238595854021
4125;-0.8417709880130091;0.6239592992703284
4140;-0.8323778747153158;0.6262075531795535
4155;-0.8229523405350142;0.6283689453534341
4170;-0.8134956834185213;0.6304438077661907
4185;-0.8040091962150284;0.632432480232855
4200;-0.7944941665602908;0.634335310315844
4215;-0.7849518767618232;0.6361526532311741
4230;-0.7753836036855082;0.6378848717543348
4245;-0.7657906186436206;0.6395323361258385
4260;-0.7561741872842737;0.6410954239564626
4275;-0.7465355694822906;0.6425745201322024
4290;-0.7368760192315064;0.6439700167189505
4305;-0.7271967845385026;0.6452823128669197
4320;-0.7174991073177801;0.6465118147148274
4335;-0.7077842232883723;0.6476589352938559
4350;-0.6980533618719013;0.6487240944314068
4365;-0.6883077460920812;0.6497077186546658
4380;-0.6785485924756713;0.6506102410939935
4395;-0.668777110954879;0.651432101386158
4410;-0.6589945047712176;0.6521737455774278
4425;-0.6492019703808195;0.6528356260265372
4440;-0.6394006973612063;0.6534182013075434
4455;-0.6295918683195175;0.6539219361125888
4470;-0.6197766588021988;0.654347301154585
4485;-0.6099562372061513;0.6546947730698335
4500;-0.6001317646913423;0.6549648343205987
4515;-0.5903043950948776;0.6551579730976476
4530;-0.580475274846536;0.6552746832227715
4545;-0.5706455428857665;0.6553154640513054
4560;-0.5608163305801467;0.6552808203746573
4575;-0.5509887616453037;0.6551712623228648
4590;-0.5411639520662959;0.654987305267191
4605;-0.5313430100204543;0.6547294697227742
4620;-0.521527035801684;0.6543982812513472
4635;-0.5117171217462234;0.6539942703640372
4650;-0.5019143521598595;0.6535179724242614
4665;-0.4921198032465985;0.6529699275507319
4680;-0.48233454303878975;0.6523506805205831
4695;-0.47255963132870027;0.6516607806726328
4710;-0.4627961196015384;0.6509007818107931
4725;-0.45304505096992376;0.6500712421076411
4740;-0.4433074601098013;0.6491727240081628
4755;-0.4335843731977961;0.6482057941336832
4770;-0.4238768078500062;0.6471710231859932
4785;-0.41418577306223087;0.6460689858516873
4800;-0.40451226915163;0.6449002607067217
4815;-0.39485728769981193;0.6436654301212058
4830;-0.38522181149734536;0.6423650801644382
4845;-0.3756068144896924;0.6409998005101976
4860;-0.3660132617245579;0.6395701843423012
4875;-0.3564421093006513;0.6380768282604398
4890;-0.3468943043178568;0.6365203321863009
4905;-0.33737078482880695;0.6349012992699903
4920;-0.3278724797918555;0.6332203357967625
4935;-0.3184003090254445;0.6314780510940697
4950;-0.3089551831638604;0.6296750574389393
4965;-0.29953800361437505;0.6278119699656892
4980;-0.2901496625157652;0.6258894065739924
4995;-0.28079104269820576;0.6239079878372963
5010;-0.2714630176445316;0.6218683369116101
5025;-0.2621664514528616;0.6197710794446666
5040;-0.2529021988005796;0.6176168434854671
5055;-0.24367110490966631;0.6154062593942199
5070;-0.23447400551337613;0.613139959752679
5085;-0.22531172682425277;0.6108185792748915
5100;-0.21618508550347734;0.6084427547183624
5115;-0.20709488863154268;0.6060131247956442
5130;-0.1980419336802473;0.6035303300863587
5145;-0.18902700848600243;0.6009950129496592
5160;-0.18005089122444534;0.5984078174371394
5175;-0.17111435038635237;0.5957693892061978
5190;-0.16221814475484445;0.5930803754338622
5205;-0.1533630233838782;0.5903414247310832
5220;-0.14454972557801565;0.587553187057503
5235;-0.13577898087346507;0.5847163136367045
5250;-0.12705150902038584;0.5818314568719488
5265;-0.11836801996644974;0.5788992702624062
5280;-0.10972921384165144;0.5759204083198872
5295;-0.10113578094436025;0.5728955264860793
5310;-0.09258840172860583;0.5698252810502944
5325;-0.08408774679258982;0.5667103290677337
5340;-0.07563447686841569;0.5635513282782747
5355;-0.0672292428130289;0.5603489370257857
5370;-0.05887268560035932;0.5571038141779724
5385;-0.05056543631465788;0.5538166190467625
5400;-0.0423081161450194;0.5504880113092323
5415;-0.0341013363810832;0.54711865092908
5430;-0.02594569840990344;0.5437091980786507
5445;-0.017841793713980682;0.5402603130615172
5460;-0.00979020387044637;0.5367726562356208
5475;-0.0017915005513917358;0.5332468879369756
5490;0.0061537544746673965;0.5296836684039422
5505;0.01404500934019848;0.5260836577020722
5520;0.021881722074941413;0.522447515649529
5535;0.02966336060108772;0.5187759017430873
5550;0.03738940272735847;0.5150694750847165
5565;0.0450593361419897;0.511328894308749
5580;0.05267265840463428;0.5075548175096385
5595;0.06022887693718895;0.5037479021703112
5610;0.06772750901355562;0.49990880509111146
5625;0.07516808174834583;0.49603818231934715
5640;0.08255013208453736;0.4921366890794353
5655;0.08987320678009214;0.4882049797036523
5670;0.09713686239354449;0.48424370756349033
5685;0.10434066526856883;0.48025352500162316
5700;0.11148419151753608;0.47623508326448305
5715;0.11856702700406785;0.4721890324354515
5730;0.12558876732459784;0.4681160213686662
5745;0.1325490177889495;0.46401669762344555
5760;0.1394473933999395;0.4598917073993337
5775;0.146283518832016;0.45574169547176724
5790;0.1530570284089415;0.4515673051283659
5805;0.15976756608052922;0.44736917810584886
5820;0.1664147853984429;0.44314795452757816
5835;0.17299834949106888;0.4389042728417309
5850;0.1795179310374704;0.43463876976010196
5865;0.18597321224043348;0.43035208019753857
5880;0.19236388479861358;0.42604483721200753
5895;0.19868964987779303;0.4217176719452973
5910;0.20495021808125835;0.41737121356435536
5925;0.2111453094193073;0.4130060892032625
5940;0.21727465327789497;0.4086229239058447
5955;0.22333798838642882;0.4042223405689239
5970;0.22933506278472193;0.3998049598862084
5985;0.23526563378911428;0.3953714002928237
6000;0.24112946795777154;0.3909222779104848
6015;0.2469263410551712;0.3864582064933104
6030;0.2526560380157854;0.3819797973742802
6045;0.2583183529069704;0.37748765941233486
6060;0.26391308889107223;0.37298239894012025
6075;0.26944005818675787;0.36846461971237604
6090;0.2748990820295824;0.36393492285496903
6105;0.280289990631801;0.35939390681457145
6120;0.28561262314143576;0.3548421673089848
6135;0.2908668276006074;0.35028029727810966
6150;0.2960524609031408;0.345708886835561
6165;0.30116938875145477;0.34112852322092996
6180;0.30621748561274514;0.3365397907526915
6195;0.3111966346744715;0.33194327078175884
6210;0.3161067277991568;0.32733954164568324
6225;0.3209476654785093;0.3227291786235011
6240;0.3257193567868777;0.31811275389122634
6255;0.3304217193340475;0.31349083647798925
6270;0.33505467921738985;0.30886399222282096
6285;0.3396181709733711;0.3042327837320835
6300;0.3441121375284343;0.2995977703375455
6315;0.34853653014926084;0.29495950805510224
6330;0.35289130839242294;0.29031854954414127
6345;0.35717644005343624;0.28567544406755135
6360;0.3613919011152219;0.28103073745237583
6375;0.36553767569598855;0.2763849720511092
6390;0.3696137559965431;0.27173868670363616
6405;0.3736201422470403;0.26709241669981354
6420;0.37755684265318074;0.26244669374269314
6435;0.3814238733418665;0.257802045912386
6450;0.38522125830632503;0.2531589976305667
6465;0.3889490293507093;0.2485180696256176
6480;0.39260722603418546;0.24387977889841136
6495;0.39619589561451646;0.23924463868873186
6510;0.39971509299115143;0.234613158442332
6525;0.40316488064783085;0.22998584377862788
6540;0.40654532859471626;0.22536319645902836
6555;0.40985651431005476;0.22074571435589885
6570;0.41309852268138714;0.21613389142215858
6585;0.41627144594630977;0.21152821766151014
6600;0.4193753836327993;0.2069291790993004
6615;0.4224104424991095;0.20233725775401137
6630;0.4253767364732502;0.19775293160938037
6645;0.4282743865920574;0.1931766745871477
6660;0.43110352093986387;0.1886089565204311
6675;0.43386427458677973;0.18405024312772542
6690;0.4365567895265926;0.1795009959875264
6705;0.43918121461429627;0.1749616725135771
6720;0.4417377055032573;0.1704327259307357
6735;0.44422642458202927;0.16591460525146293
6750;0.4466475409108232;0.16140775525292836
6765;0.4490012301576442;0.15691261645473334
6780;0.45128767453410296;0.15242962509724947
6795;0.4535070627309115;0.14795921312057092
6810;0.4556595898530727;0.14350180814407892
6825;0.45774545735477196;0.13905783344661712
6840;0.4597648729739811;0.13462770794727555
6855;0.46171805066678284;0.13021184618678203
6870;0.46360521054142534;0.12581065830949895
6885;0.4654265787921157;0.12142455004602372
6900;0.46718238763256154;0.11705392269639107
6915;0.4688728752292697;0.1126991731138753
6930;0.47049828563461055;0.10836069368939051
6945;0.47205886871965785;0.10403887233648704
6960;0.47355488010681196;0.0997340924769419
6975;0.4749865811022161;0.09544673302694132
6990;0.4763542386279739;0.09117716838385329
7005;0.4776581251541777;0.086925768413588
7020;0.4788985186307559;0.08269289843854402
7035;0.48007570241914793;0.078478919226138
7050;0.4811899652238167;0.07428418697791578
7065;0.4822416010236053;0.0701090533192424
7080;0.48323090900294885;0.06595386528956906
7095;0.484158193482948;0.06181896533327431
7110;0.48502376385231416;0.057704691291077304
7125;0.48582793449819445;0.053611376392020696
7140;0.48657102473688474;0.04953934924602053
7155;0.4872533587444394;0.0454889338369808
7170;0.48787526548718646;0.041460449516470065
7185;0.4884370786521558;0.03745421099795746
7200;0.4889391365774299;0.03347052835160559
7215;0.4893817821824241;0.029509706999617538
7230;0.4897653628981061;0.025572047712135317
7245;0.49009023059716145;0.021657846603687
7260;0.4903567415241141;0.01776739513017976
7275;0.49056525622541064;0.01390098008643591
7290;0.4907161394794747;0.010058883604269172
7305;0.49080976022674117;0.006241383151098166
7320;0.4908464914996776;0.0024487515290942145
7335;0.49082671035280045;-0.0013187431251395505
7350;0.49075079779269504;-0.0050608373403608214
7365;0.4906191387080457;-0.008777272309955559
7380;0.4904321217996854;-0.012467793890683365
7395;0.49019013951067186;-0.016132152600903955
7410;0.48989358795639754;-0.019770103618287908
7425;0.4895428668547423;-0.02338140677701494
7440;0.48913837945627536;-0.02696582656446299
7455;0.4886805324745145;-0.030523132117391424
7470;0.48816973601625013;-0.034053097217621696
7485;0.48760640351194184;-0.0375555002872189
7500;0.48699095164619416;-0.04103012438317761
7515;0.48632380028831995;-0.04447675719161548
7530;0.4856053724229978;-0.04789519102147816
7545;0.4848360940810314;-0.05128522279775902
7560;0.48401639427021786;-0.05464665405423724
7575;0.48314670490633177;-0.05797929092573806
7590;0.482227460744233;-0.06128294413991857
7605;0.48125909930910427;-0.06455742900858301
7620;0.4802420608278263;-0.06780256541853114
7635;0.47917678816049714;-0.07101817782194345
7650;0.4780637267321025;-0.07420409522630717
7665;0.4769033244643442;-0.07736015118388673
7680;0.475696031707633;-0.08048618378074263
7695;0.4744423011732535;-0.0835820356253026
7710;0.4731425878657061;-0.08664755383648907
7725;0.471797349015235;-0.0896825900314068
7740;0.4704070440105461;-0.09268700031259473
7755;0.4689721343317234;-0.09566064525484617
7770;0.4674930834833494;-0.09860338989160121
7785;0.46597035692783567;-0.10151510370091565
7800;0.46440442201897053;-0.10439566059101052
7815;0.46279574793568945;-0.1072449388854062
7830;0.4611448056160748;-0.11006282130764561
7845;0.45945206769159064;-0.11284919496561042
7860;0.45771800842155913;-0.1156039513354348
7875;0.4559431036278838;-0.11832698624502067
7890;0.45412783063002643;-0.12101819985715905
7905;0.45227266818024253;-0.12367749665226165
7920;0.45037809639908194;-0.1263047854107072
7935;0.4484445967111598;-0.1288999791948067
7950;0.44647265178120393;-0.1314629953303923
7965;0.44446274545038345;-0.13399375538803387
7980;0.44241536267292514;-0.1364921851638881
7995;0.44033098945302235;-0.13895821466018432
8010;0.4382101127820421;-0.14139177806535158
8025;0.4360532205760352;-0.14379281373379177
8040;0.4338608016135556;-0.14616126416530292
8055;0.43163334547379323;-0.14849707598415762
8070;0.4293713424750256;-0.1508001999178408
8085;0.42707528361339386;-0.15307059077545182
8100;0.42474566050200724;-0.15530820742577514
8115;0.4223829653103819;-0.15751301277502458
8130;0.41998769070421793;-0.15968497374426532
8145;0.41756032978552016;-0.161824061246519
8160;0.4151013760330668;-0.16393025016355575
8175;0.41261132324323113;-0.16600351932237878
8190;0.4100906654711601;-0.16804385147140535
8205;0.40753989697231485;-0.17005123325634955
8220;0.4049595121443777;-0.17202565519581114
8235;0.40235000546952904;-0.17396711165657555
8250;0.3997118714570996;-0.17587560082862946
8265;0.3970456045866011;-0.17775112469989707
8280;0.39435169925114055;-0.17959368903070147
8295;0.3916306497012212;-0.18140330332795634
8310;0.3888829499889348;-0.18317998081909226
8325;0.38610909391254894;-0.18492373842572282
8340;0.3833095749614931;-0.1866345967370552
8355;0.38048488626174737;-0.18831257998304993
8370;0.37763552052163735;-0.18995771600733477
8385;0.3747619699780392;-0.19157003623987753
8400;0.37186472634299783;-0.19314957566942256
8415;0.3689442807507624;-0.1946963728156957
8430;0.3660011237052417;-0.19621046970138276
8445;0.3630357450278834;-0.19769191182388587
8460;0.36004863380598046;-0.1991407481268632
8475;0.3570402783414071;-0.20055703097155603
8490;0.3540111660997885;-0.20194081610790887
8505;0.3509617836601062;-0.20329216264548675
8520;0.3478926166647433;-0.20461113302419479
8535;0.34480414976997126;-0.2058977929848048
8550;0.34169686659688187;-0.20715221153929383
8565;0.33857124968276686;-0.20837446094099926
8580;0.3354277804329479;-0.2095646166545953
8595;0.3322669390730595;-0.2107227573258957
8610;0.3290892046017872;-0.21184896475148757
8625;0.3258950547440642;-0.21294332384820064
8640;0.32268496590472795;-0.21400592262241735
8655;0.31945941312263954;-0.21503685213922796
8670;0.316218870025268;-0.21603620649143568
8685;0.31296380878374175;-0.21700408276841648
8700;0.3096947000683692;-0.21794058102483832
8715;0.3064120130046305;-0.21884580424924444
8730;0.30311621512964293;-0.21971985833250543
8745;0.2998077723491008;-0.2205628520361448
8760;0.29648714889469263;-0.2213748969605426
8775;0.29315480728199733;-0.22215610751302164
8790;0.28981120826886003;-0.22290660087582137
8805;0.28645681081425056;-0.22362649697396347
8820;0.28309207203760534;-0.22431591844301402
8835;0.27971744717865415;-0.22497499059674686
8850;0.27633338955773346;-0.2256038413947126
8865;0.27294035053658766;-0.2262026014097178
8880;0.2695387794796594;-0.22677140379521885
8895;0.26612912371586983;-0.22731038425263508
8910;0.26271182850089103;-0.22781968099858554
8925;0.25928733697991024;-0.22829943473205389
8940;0.25585609015088795;-0.22874978860148576
8955;0.2524185268283106;-0.22917088817182327
8970;0.24897508360743842;-0.22956288139148062
8985;0.24552619482904944;-0.2299259185592656
9000;0.24207229254468068;-0.23026015229125094
9015;0.23861380648236669;-0.2305657374876001
9030;0.23515116401287642;-0.23084283129935165
9045;0.2316847901164489;-0.23109159309516653
9060;0.22821510735002828;-0.23131218442804233
9075;0.2247425358149983;-0.2315047690019991
9090;0.22126749312541721;-0.23166951263874036
9105;0.2177903943767528;-0.231806583244294
9120;0.21431165211511824;-0.2319161507756368
9135;0.21083167630700864;-0.2319983872073068
9150;0.20735087430953852;-0.23205346649800784
9165;0.2038696508411804;-0.23208156455720966
9180;0.20038840795300417;-0.23208285921174837
9195;0.1969075450004177;-0.23205753017243064
9210;0.19342745861540803;-0.23200575900064582
9225;0.18994854267928318;-0.23192772907499004
9240;0.1864711882959146;-0.2318236255579058
9255;0.18299578376547948;-0.23169363536234133
9270;0.17952271455870297;-0.23153794711843317
9285;0.17605236329159973;-0.23135675114021614
9300;0.17258510970071428;-0.23115023939236407
9315;0.1691213306188598;-0.2309186054569653
9330;0.16566139995135476;-0.23066204450033664
9345;0.16220568865275659;-0.2303807532398792
9360;0.15875456470409188;-0.23007492991098002
9375;0.15530839309058245;-0.22974477423396308
9390;0.15186753577986606;-0.22939048738109286
